idx,query,answer,tier,escalated,router_probability,latency_sec
251,"How do scholarships, advising, course waivers, thesis supervision, and graduation requirements work in Master of Population, Reproductive Health, Gender and Development (MPRHGD)?","Programme, Massachusetts Institute of Technology, Cambridge, Massachusetts, U.S.A., 1985. (Co-authored with James L. Ehrlich and Sharmila M. Singh).Also published inInternational Journal of Indian Nutrition and Dietetics, Vol. 3, No. 3, September 1985.""A Study on the Pattern of Marriage of Bangladeshi Army Personnel"".In:Javed S. Khan (Ed.),Army Population, New York: Praeger Publishers, 1983.""Estimates of Population Growth and Dependency Ratio in Bangladesh: Revisiting and Updating"".In:",slm,False,0.4770712429510793,1.33514404296875e-05
252,MSS in Economics e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,MSS in Economics graduate students der jonno ekta thesis course er jonno 3 credits er waiver ache.,llm,True,0.5215281515879201,40.02711319923401
253,I cannot find a required course during registration for B.Sc. (Hons.) in Mathematics; what should I do and whom should I contact?,"and Technology (NST) Fellowship 2023-2024 for conducting M.S thesis. She has published several research articles in international journals and conferences. She has participated in various workshops and training programs on statistics and data science. She is interested in applied and computational statistics. She is interested in working on projects that involve statistical modeling, machine learning, and data analysis. research interests: Statistical ModelingApplied StatisticsStatistical ComputingSoftware DevelopmentData ScienceMachine LearningPublic Health Data AnalysisPublic Policy AnalysisAwards and Achievements:Received Dean’s Award for being among the top 10% students of the university in the B.Sc examination",slm,False,0.4467978804125039,1.4543533325195312e-05
254,ekjon student syndicate kibhabe use follow ba handle korbe?,". Hossain has published several peer-reviewed articles in international journals and presented hisresearch works at national and international conferences. His research interests include leadership,organizational behavior, human resource management, and industrial relations.",llm,True,0.5596747481033199,7.187326908111572
255,Master of Business Administration MBA e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,"MBA program er jonno ekta thesis option ache, jekhane 3 credits er course work bypass kore ar ekta thesis track complete kore.",llm,True,0.5176743006148521,4.643980026245117
256,Am I eligible for B.Sc. (Hons.) in Mathematics if my grades meet the minimum overall requirement but one required subject grade is lower?,"No, the minimum GPA requirement for Mathematics is 3.5 in both Chemistry and Mathematics, and any other single subject must have a minimum GPA of 3.0. Since you do not satisfy all three subject requirements, you are not eligible. If you have a minimum GPA of 3.0 in both Chemistry and Physics, then you would be eligible for the Mathematics program. The admission decision is based on the overall GPA in Chemistry and Physics. Otherwise, the answer remains no because the minimum requirement for Mathematics applies to both subjects. There is no separate minimum requirement for Mathematics alone. If you have a minimum GPA of 3.",slm,False,0.4202277177939548,1.3828277587890625e-05
257,amar overall result minimum requirement meet korleo required kono subjecter result kom hole ki BSc in Civil Engineering e apply korte parbo?,"Na, document e note kora hoyeche je minimum GPA 3.5 required hobe jaray Science ar Engineering er jonno. B.Sc. in CSE er jonno minimum 3.5 er ekta separate subject er GPA lagbe. B.Sc. in Civil Engineering er jonno, separate subject er minimum GPA holo 3.0. Shudhu 3.5 er subject er jonno minimum 3.0 lagbe. B.B.M. holder bairer kache kono waiver applied na hobe. Tader minimum 3.5 GPA required. Shudhu 3",slm,False,0.4548274198607589,1.1682510375976562e-05
258,ekjon student ranking o external evaluation kibhabe use follow ba handle korbe?,"1(1), 1-14.https://doi.org/10.30689/jleri.v21i1.1009Jahan, I., & Mahmud, S. S. (2024). Teaching English through Film Analysis: A Case Study on the Undergraduate Students of East West University, Bangladesh. In2nd International Conference on Teaching English Literature and Interdisciplinarity(pp. 105-116). Dhaka: East West University.https://www.researchgate.net/publication/392555570_Teaching_English_through_Film_Analysis_A_Case_Study_on_the_Undergraduate_Students_of_East_West_University_BangladeshJahan, I., & Mahmud, S. S. (2024). Teaching English through Film Analysis: A Case Study on the Undergraduate Students of East West University, Bangladesh",llm,True,0.532770323884601,24.95314383506775
259,"মনস্তাত্ত্বিক কাউন্সেলিং কি সব শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, নাকি শুধু নির্দিষ্ট কিছু শিক্ষার্থীর জন্য?","Available athttps://southasiamonitor.org/opinion/humanity-in-exile-time-for-a-new-world-orderMonira Nazmi Jahan, (2019),The need for a new approach to prevent child rape in Bangladesh,The City University Review, published on September 19, 2019. Available athttps://cityuniversityreview.com/the-need-for-a-new-approach-to-prevent-child-rape-in-bangladeshMonira Nazmi Jahan, (2019),The Concept of ‘Beyond Reasonable Doubt’ in Bangladesh: A Comparative Study with India",slm,False,0.4886720468640173,2.47955322265625e-05
260,admission test waiver niye problem hole ar normal process kaj na korle ki korbo?,"Jekono test waiver niye problem hole, ekta separate online admission fee payment er mandatory. Tader tader admit card download ar attendance follow kore exam take ba later date e apply kore hobe. Ei waiver ontorobenewa, admission test er bishoye netibachok hishebe royeche. Ei waiver der shorokar sathe tader admission test er cheshta kora jay. Admission test waiver der shorokar tader regular admission test e sithe cheshta kora hote hobe. Tader admission test er bish",slm,False,0.4590891611694492,1.4781951904296875e-05
261,I cannot find a required course during registration for BSS in Economics; what should I do and whom should I contact?,"doi.org/10.1186/s12913-021-06129-3Mubin, N. Jahan, S. Bin Abdul Baten, R. et al. (2021). “Knowledge, attitude and practice regarding dengue fever among community health care providers and health assistants in rural Bangladesh.”Journal of Infection and Public Health.Vol. 14, Issue 2, P 208-216.https://doi.org/10.1016/j.jiph.2020.1",slm,False,0.4768733284463229,1.5974044799804688e-05
262,উপস্থিতির শর্ত নিয়ে সমস্যা হলে এবং স্বাভাবিক প্রক্রিয়ায় সমাধান না হলে কী করব?,"Jahan, MN, (2019),Female Suicide in Bangladesh: A Sociological and Criminological Analysis,presented at the International Conference on “Gender Based Violence, Human Rights Violations, Sexual Violence and Humanitarian Crisis”, (held on 27-29 February, 2019), organized by the Centre for Research and Training in Social Science, BRAC University, Dhaka, Bangladesh.4. Jahan, MN, (2018),An Overview on Female Terrorism and Legal Framework in Bangladesh,presented at the International Conference on “Women, Peace and Security” organized by the",slm,False,0.4365675486942888,1.0013580322265625e-05
263,Can I apply to M.Sc. in Cyber Security if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"No, M.Sc. in Cyber Security requires a Bachelor’s degree in Computer Science and Engineering with a minimum CGPA of 3.50. Since your bachelor's degree is from another discipline and your CGPA is 3.45, you do not meet the eligibility criteria. You must apply under the standard admission process for the department. Additionally, postgraduate admission is considered entirely on a competitive basis, and applicants will need to go through a separate admission test. For detailed instructions, refer to the Important Dates & Deadlines page. For other queries, contact the Department of Computer Science and Engineering at +88017",slm,False,0.3764370160117484,8.58306884765625e-06
264,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি টিচিং ইংলিশ টু স্পিকার্স অব আদার ল্যাঙ্গুয়েজেসে এমএ (টেসল) প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, এটি ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে আবেদন করা সম্ভব। প্রোগ্রামটি শেষ বছরের স্�",slm,False,0.4902424561075072,7.867813110351562e-06
265,Can I apply to Executive Master of Business Administration (EMBA) if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"No, applicants must have completed their bachelor's degree from EWU and have a CGPA of 3.00 or higher. Applicants from other universities must have a CGPA of 3.50 or higher. An undergraduate degree from a non-Commerce background is not acceptable. Since the CGPA is 2.99, an EMBA application is not eligible. Applicants must have taken the admission test. Additionally, they must meet the minimum GPA requirements for both O and A Levels. The applicant must receive at least 4 B’s (GPA 4.0) and 3 C’s (GPA",slm,False,0.4115261135663567,7.3909759521484375e-06
266,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki M Pharm in Clinical Pharmacy and Molecular Pharmacology e apply korte parbo?,"M., & Rahman, M. (2024). Antioxidant and antimicrobial activities of different solvent fractions of the methanolic extract of the leaves ofClausena excavataBurm. Bangladesh Pharmaceutical Journal, 27(2), 193-199.https://doi.org/10.3329/bpj.v27i2.75186Tabassum, N.,Deea, B. J., Rizwan, F., & Islam, S. (2024). Behavioral Alterations Caused by Pain and Inflammation in Rodent Models. Bangladesh Pharmaceutical Journal, 27(2), 201-206.https://doi.org/10.3329/bpj.v27i2.75189Tabassum, N.,Ferdousi, M., Mahadi, S. F. A., Fairuj",llm,True,0.5846976866873229,24.913692951202393
267,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki MSS in Economics e apply korte parbo?,"Na, program er jonno required minimum GPA in bachelor degree different disciplines e hole 3.50 thakte pare. 3.50 theke 3.80 er range e CGPA shposhtobhabe eligibility ruporre addha grade point pay. 3.80 theke upok hole 3.80 er addha point er kote CGPA add kore tader adda point e ekta GPA hole ruporre add kora hoy. 3.50 ba barman GPA er niche hole MSS in Economics e apply kore parbe. 3.",slm,False,0.4660813667134219,1.5497207641601562e-05
268,Can I apply to Master of Business Administration (MBA) if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"No, applicants must have an undergraduate CGPA of 3.00 or higher in their most recent academic program, and their bachelor's degree must have been from East West University. Applicants from other universities will require a CGPA of 3.50 or higher. Therefore, if your CGPA is below 3.00 or your bachelor's degree is from another university, you do not meet the eligibility criteria for this program. You must apply to the Master of Science in Management (MS in Management) instead. (Refer to the 'Admission' section in the website for detailed admission requirements.)",slm,False,0.4255310308932325,1.239776611328125e-05
269,Master of Business Administration MBA er required course ba convenient class time na pele ki korbo?,"Na, 'Required Core' ar 'Elective' courses ke 1st Year, 2nd Year, 3rd Year, ar 4th Year er moddhe shposhtobhabe royeche.",llm,True,0.5290320347337375,7.265364408493042
270,"মাস্টার অব লজ (এলএলএম) প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?",এটি একটি স্বয়ংক্রিয় পরীক্ষা প্রয়োজনীয়তা বা স্বয়ংক্রিয় পরীক্ষা প্রয়োজনীয়তা বা স্বয়ংক্রিয় পরীক্ষা প্রয়োজনীয়তা বা স্বয়ংক্রিয় পরীক্ষা প্রয়োজনীয়তা বা স্বয়�,llm,True,0.6755762462616175,23.120232820510864
271,Master of Science in Data Science and Analytics e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,"Student ta 30 credits er jonno tuition fee 50% waiver pay, 6 credits er jonno thesis track e 3 credits er tuition fee cover kore, ar final 6 credits er jonno standard tuition rate apply hobe.",llm,True,0.5068875362379928,7.538389682769775
272,Can I apply to MSS in Sociology and Social Policy (MSSP) if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"A Case Study on Bangladeshi Women Labour Migration to the US. The 3rd International Conference on Diaspora Studies, University of Dhaka, Bangladesh.https://www.dhakauniversity.edu.bd/event/3rd-international-conference-on-diaspora-studies-djb-2021/Chakraborty, M.,Shimul, S.M.A.K.(2020, September 17-20)The Role of Media in Creating Awareness about Sexual Harassment and Violence against Women: A Case Study from Bangladesh. The 2nd International Conference on Women, Peace",slm,False,0.4712246680457783,1.1444091796875e-05
273,Master of Laws LLM e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,"C. Jessup International Law Moot Court Competition 2025-2026;⟶ Intra-University Moot Court Competition (IUMCC) 2024 organized by the Department of Law, East West University; and⟶ National Mock Trial Competition (NMTCC) 2024 organized by Map of Justice.OTHER COACHING ENGAGEMENTSASSESSMENT OFFICER, NATIONAL LAW UNIVERSITY, BHARATI VidyapithDeemed University, Pune (June 2023 – September 2023)ASSESSMENT OFFICER,",slm,False,0.4776120486344369,1.5735626220703125e-05
274,MA in English e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,"Thesis option ti 3 credits er, course work waiver er jonno 6 credits er, ar graduation er jonno 36 credits er proyojon.",llm,True,0.5044241220445188,6.0060741901397705
275,I cannot find a required course during registration for BSS in Population and Public Health Sciences (PPHS); what should I do and whom should I contact?,"19-related variables, attitude toward COVID-19 vaccination explained 47.4% of the variance, TPB accounted for 32.9%, and HBM accounted for 25.4%. Therefore, the theory of planned behavior explained 67.4% of the variance and HBM explained 26.8%. Our results indicated that attitude toward COVID-19 vaccination explained the most variance. We also found that the perceived benefits of vaccination explained 19.9% of the variance, while HBM explained 13.7%. Thus, HBM explained 41.1%",slm,False,0.4440982510699717,2.86102294921875e-05
276,BSS in Economics student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,Scholarship er jonno ekta 'Advising' course er credit requirement ache ar eta 'Internship' hishebe track kore.,llm,True,0.5149203539267245,4.519126653671265
277,"একজন শিক্ষার্থী কোর্স যোগ, বাদ ও প্রত্যাহার কীভাবে ব্যবহার করবে, অনুসরণ করবে বা সামলাবে?","শিক্ষার্থীদের তাদের নির্ধারিত ক্রেডিট বজায় রাখার জন্য কোর্স যোগ, বাদ ও প্রত্যাহার করা উচিত, যা তাদের আনুষ্ঠানিক ভর্তি এবং সম্পূর্ণ সম্পন্ন করার জন্য প্রয়োজন।",llm,True,0.5353156723615606,20.15831160545349
278,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি এক্সিকিউটিভ মাস্টার অব বিজনেস অ্যাডমিনিস্ট্রেশন (ইএমবিএ) প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, আপনি ইএমবিএ আবেদন করতে পারবেন কারণ এর জন্য ব্যাচেলর ডিগ্রির বিষয় বা CGPA নিয়ে কোনো নির্দিষ্ট প্রয়োজনীয়তা নেই।",llm,True,0.5288534989561436,15.29479169845581
279,আমার মোট ফল ন্যূনতম শর্ত পূরণ করলেও প্রয়োজনীয় কোনো একটি বিষয়ের ফল কম হলে কি ব্যাচেলর অব লজ (এলএলবি) প্রোগ্রামে আবেদন করতে পারব?,"না, এলএলবি প্রোগ্রামে আবেদন করার জন্য আবশ্যকীয় সমস্ত ফল এবং গ্রেড প্রয়োজন।",llm,True,0.5139696775491815,10.834001302719116
280,"কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিংয়ে মাস্টার অব সায়েন্স (এমএস ইন সিএসই) প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?","প্রোগ্রামটি ৩ বছরের মধ্যে সম্পন্ন করা যেতে পারে, এবং এটি ৩৩ ক্রেডিটের জন্য নির্দিষ্ট। আবেদনের শেষ তারিখ ১২ মে ২০২৬, এবং পরীক্ষার তারিখ শুক্রবার, ১৩ মে ২০২৬, ৩:০০ পূর্ণ দৃশ্যমা�",llm,True,0.6618133476895358,23.4485125541687
281,"How do scholarship, advising, course registration, retakes, and internships work for a student in B.Sc. in Electrical and Electronic Engineering (EEE)?","1. doi:10.1007/s11042-021-12055-9.5.Alamgir, F.M., Alam, M.S., ""Facial expression recognition using convolutional neural network"",International Journal of Image Data Mining,Volume 10, Issue 3, pg: 1-22, September 2020. doi:10.1080/1839215X.2020.1798555.6.Alamgir, F.M., Alam, M.S., ""Facial expression recognition using convolutional neural network"",International Journal of Image Data Mining,Volume 10, Issue 3, pg: 1-22, September 2020. doi:10.1080/1839215X.2020.17",llm,True,0.5798828619709494,25.142552137374878
282,ekjon student academic advisor kibhabe use follow ba handle korbe?,"1(1), 1-14.https://doi.org/10.30689/jleri.v21i1.1009Jahan, I., & Mahmud, S. S. (2024). Teaching English through Film Analysis: A Case Study on the Undergraduate Students of East West University, Bangladesh. In2nd International Conference on Teaching English Literature and Interdisciplinarity(pp. 105-116). Dhaka: East West University.https://www.researchgate.net/publication/392555570_Teaching_English_through_Film_Analysis_A_Case_Study_on_the_Undergraduate_Students_of_East_West_University_BangladeshJahan, I., & Mahmud, S. S. (2024). Teaching English through Film Analysis: A Case Study on the Undergraduate Students of East West University, Bangladesh",llm,True,0.5650250433880855,25.25502896308899
283,"অনুষদ, বিভাগ ও প্রোগ্রামসমূহ কি সব শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, নাকি শুধু নির্দিষ্ট কিছু শিক্ষার্থীর জন্য?",", S. A. S., Islam, A. M. R., & Begum, D. (2013). Factors Influencing Information Seeking Behavior of University Students in Bangladesh: A Qualitative Study.The International Conference on the Changing Face of Information Literacy in the Information Age. Co-organized by the Centre for Information Literacy Research, Victoria University, Australia and the Centre for Information Studies, University of Dhaka, Bangladesh. 19-20 December 2013. 3-4 February, 2014. Dhaka, Bangladesh.2012 Award for Excellence at Emerald",slm,False,0.4859555271939583,1.1444091796875e-05
284,রেজিস্ট্রার অফিস নিয়ে সমস্যা হলে এবং স্বাভাবিক প্রক্রিয়ায় সমাধান না হলে কী করব?,"published on May 21, 2020.Monira Nazmi Jahan, (2020),Rohingya Crisis: What’s in the US Plan?South Asia Monitor, published on March 18, 2020.Monira Nazmi Jahan, (2020),What can be done to end the Rohingya Crisis?South Asia Monitor, published on February 27, 2020.Monira Nazmi Jahan, (2020),Why are the Taliban still a threat?South Asia Monitor, published on January 31, 20",slm,False,0.4743208681298992,1.6689300537109375e-05
285,BSc in Computer Science and Engineering CSE student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,", Jatiya Kabi Kazi Nazrul Islam University, Trishal, Sylhet, Bangladesh, 2020-2022.B.Sc. in Computer Science and Engineering, Jatiya Kabi Kazi Nazrul Islam University, Trishal, Sylhet, Bangladesh, 2018-2020.",llm,True,0.5057242151335452,11.452426671981812
286,"পপুলেশন অ্যান্ড পাবলিক হেলথ সায়েন্সেসে বিএসএস (পিপিএইচএস) প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?",শিক্ষার্থীদের জন্য বৃত্তি এবং পরামর্শ সম্পর্কে নির্দিষ্ট বিবরণ দেওয়া হয়েছে না। তবে তাদের কোর্স নিবন্ধন করার জন্য কোর্স কোডগুলো দেওয়া হয়েছে। তাদের জন্য পুনরায় কোর্স নেওয়া সম্ভব নয,llm,True,0.5142265108234713,23.618006467819214
287,"একজন শিক্ষার্থী ক্যাফেটেরিয়া, খাবার ও পানির সুবিধা কীভাবে ব্যবহার করবে, অনুসরণ করবে বা সামলাবে?","young people in Bangladesh: Are they becoming less religious?Journal of Social, Behavioral, & Health Sciences[Q2]16 (2): 149-165.https://doi.org/10.1080/19396312.2022.2069174Masoom, Muhammad Rehan(2021).""The Changing Role of Local Government Units in Education: Challenges and Prospects.""Journal of Social, Behavioral, & Health Sciences[Q2]15 (2): 125-140.https://",slm,False,0.4690528771801434,1.2159347534179688e-05
288,amar bachelor different discipline e hole ba CGPA preferred level er ektu niche hole ki MA in English e apply korte parbo?,":Conference:1. Digonto, I.J. (2023).Global Englishes: A Challenge to Pedagogical Practices in a Globalized World.International Conference on Teaching English Literature and Interdisciplinarity. East West University, Bangladesh in collaboration with Association of Teachers of Literatures in English, Bangladesh (ATLEB).2. Digonto, I.J. (2018).Students’ Attitude towards the Use of ICT in Foundation Level English Language Courses in the Private Universities in Bangladesh.2nd International Conference on Teaching and Learning (ICTL) 2018: Beyond Pedagogy",slm,False,0.4967459244051452,1.3113021850585938e-05
289,আমার মোট ফল ন্যূনতম শর্ত পূরণ করলেও প্রয়োজনীয় কোনো একটি বিষয়ের ফল কম হলে কি ইনফরমেশন অ্যান্ড কমিউনিকেশনস ইঞ্জিনিয়ারিংয়ে বিএসসি (আইসিই) প্রোগ্রামে আবেদন করতে পারব?,"না, আবেদনকারীদের তাদের সম্পূর্ণ স্কলারশিপ পেতে তাদের মোট ফল ন্যূনতম শর্ত পূরণ করতে হবে।",llm,True,0.5223759315426746,12.03221607208252
290,"একজন শিক্ষার্থী একাডেমিক উপদেষ্টা কীভাবে ব্যবহার করবে, অনুসরণ করবে বা সামলাবে?","bono(June 2020 – May 2021)Legal Officer,Bangladesh, iProbono(September 2019 – June 2020)Assistant Editor,English,Dhaka Law Review(July 2017 – September 2017)PROFESSIONAL ACTIVITIES & COMMITMENTSACADEMIC & PUBLIC SPEAKINGAttended the“National Workshop on ‘Human Rights Education: Challenges and Opportunities’”organized by theDepartment of Public Administrationand theHuman Rights Training Center(Dhaka) on 20 January 2022",slm,False,0.4583681909963314,1.239776611328125e-05
291,I cannot get a required graduate course or suitable class time for MA in English; what should I do?,"and Transformation: Gender, Politics, and the Environment in Asia, organized by the Asian Environmental Governance and Sustainable Development (AEGS) Network, held at the University of Dhaka, Dhaka, Bangladesh, on 27-28 February 2025.2. Title of the Paper:""Revisiting the Role of Women in the Liberation War of Bangladesh: A Critical Study of Selected Plays of Mahasweta Devi"".Proceedings of the International Conference onGender and Power in South Asia: Gendering the Nation, Gendering the State, organized by the Department of English, University of Liberal Arts Bangladesh (ULAB), Dhaka, Bangladesh, on 27-28 February 2020.3. Title of the Paper:""The Role of Women in the Liberation War of Bangladesh: A Critical Study of Selected Plays of Mahasweta Devi"".Proceedings of the International Conference onGender and Power in South Asia: Gendering the Nation",llm,True,0.5202504497022519,25.244215965270996
292,"অর্থনীতিতে এমএসএস প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?","প্রোগ্রামটি ৩ বছরের জন্য ডিজাইন করা হয়েছে, এবং এর মোট ফি ২,২৯,০৬০ বিডিটি।",llm,True,0.6404091011490818,10.393734455108643
293,ভর্তি পরীক্ষা থেকে ছাড় নিয়ে সমস্যা হলে এবং স্বাভাবিক প্রক্রিয়ায় সমাধান না হলে কী করব?,প্রশাসনিক অফিসের সাথে যোগাযোগ করুন।,llm,True,0.6931297677367111,5.885977029800415
294,"ব্যাচেলর অব বিজনেস অ্যাডমিনিস্ট্রেশন (বিবিএ) প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?",শিক্ষার্থীদের জন্য বৃত্তি এবং পরামর্শ হলো স্বয়ংক্রিয় এবং স্বাধীন। তাদের কোর্স নিবন্ধন এবং পুনরায় কোর্স নেওয়া হয় না; তাদের পরীক্ষায় উত্তীর্ণ হওয়া প্রয়োজন। তাদের প্রথম বছরে,llm,True,0.5603298612802667,23.312476873397827
295,I cannot get a required graduate course or suitable class time for MA in Teaching English to Speakers of Other Languages (TESOL); what should I do?,".Baker, C. (2001),Foundation of Bilingual Education and Bilingualism(3rdedition). Multilingual Matter, Bristol.Wilkins, D. (1976),Teaching Language as Communication, Pergamon Press, New York.Miller, D. (1983),Teaching English to the Adult Second Language Learner, Prentice Hall, Englewood Cliffs, N.J.Ferguson, C (1981),Varieties of English: An Introduction, Cambridge University Press, Cambridge, England.Davies, S (1993),Teaching",slm,False,0.4768456874047371,1.239776611328125e-05
296,ইংরেজিতে বিএ প্রোগ্রামের প্রয়োজনীয় কোনো কোর্স নিবন্ধনের সময় না পেলে কী করব এবং কার সঙ্গে যোগাযোগ করব?,প্রয়োজনীয় কোর্স নিবন্ধন করতে হলে শিক্ষার্থীদের অফিসিয়ালি স্পেশাল সার্ভিস বা স্টাফ সাথে যোগাযোগ করতে হবে।,llm,True,0.5988681147963636,14.239927768707275
297,I cannot get a required graduate course or suitable class time for MSS in Sociology and Social Policy (MSSP); what should I do?,"Masculinities and Suicide in Bangladesh: A Sociological Study of the Crisis of Meaning in LifeResearch Mentor:Dr. Anisur Rahman Khan, Assistant Professor, East West University, BangladeshResearch Funded by: University Grants Commission of Bangladesh (UGC)January 2020- December 2020Research Assistant to Dr. Mohammad Salah Uddin, Assistant Professor, East West University, BangladeshResearch Project:The Impact of Climate Change on Water Scarcity and Food Security in BangladeshResearch Mentor:Dr. Mohammad Salah Uddin, Assistant Professor, East West University, BangladeshResearch Funded by: Center for Research",slm,False,0.4461267388608472,1.2159347534179688e-05
298,BSc in Civil Engineering student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,", Canada)Master of Engineering in Civil Engineering (McGill University, Canada)Bachelor of Science in Civil Engineering (Islamic University of Technology, Gazipur, Bangladesh)",llm,True,0.536373946929005,7.051093101501465
299,MSc in Artificial Intelligence and Machine Learning er required course ba convenient class time na pele ki korbo?,", doi: 10.1109/ACIIS60549.2023.10154855.M. M. Islam, M. A. Khoshkholghi, M. E. Khoda, M. M. Islam, M. A. Khairuzzaman, M. A. Khairul Alam, ""A Comprehensive Study on Deep Learning Models for Plant Disease Classification Using Transfer Learning,""2023 6th International Conference on Big Data Analytics and Practices (IBDAP), Dhaka, Bangladesh, 2023, pp. 1-6, doi: 10.1109/IBDAP60548.2023.10154550.M. M. Islam, M. A. Khoshkholghi, M. E. Khoda, M. M. Islam, M. A",llm,True,0.5469244800199369,25.93008780479431
300,Can I apply to Master of Science in Data Science and Analytics if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"No, applicants must have completed their bachelor's degree in CSE or a closely related field with a minimum CGPA of 3.00 out of 4.00. Since the applicant's bachelor's degree was in ICE and CGPA was 3.80, they do not meet the required CGPA threshold. Thus, they cannot apply to this program. Applicants must visit the website for the most accurate and updated information. Applicants who do not meet the CGPA requirement may apply to the B.Sc. in Data Science and Analytics program instead. For both programs, the application fee is 20,000",slm,False,0.4390853906324864,1.1444091796875e-05
301,"Does vice chancellor and senior management apply to all students, or only to certain groups?","This policy applies to all University community members, including undergraduate and postgraduate students, faculty, researchers, and staff. It covers all academic submissions such as assignments, research papers, theses, dissertations, publications, projects, and creative compositions. Thus, the principle of 'Professional Decorum and Secrecy' applies to all these groups. Students must not disclose any information about the academic process. This is a general rule applicable to everyone associated with the university. Students must follow it at all times, even if they feel there is no direct connection to the university's operations. The purpose is to maintain confidentiality regarding the workings of the university",slm,False,0.4418538284907086,1.049041748046875e-05
302,registrar office niye problem hole ar normal process kaj na korle ki korbo?,Problem hole ar normal process kaj na korar jonno helpdesk-regoffice@ewubd.edu e email kore. Tader academic kaj kore. Gulo shposhtobhabe duiti ta register kora hoyeche. Faculty of Sciences and Engineering er Registrar office e helpdesk-regoffice@ewubd.edu e email korte hobe. Shposhtobhabe ditiyo ta jekono academic department er Registrar office e helpdesk-regoffice@ewubd.edu e email korte hobe. Tader help desk e kaj kora jay. Tader help,slm,False,0.4440813072417484,7.867813110351562e-06
303,I cannot find a required course during registration for BSS in Sociology; what should I do and whom should I contact?,"Contact the Helpdesk at helpdesk-ics@ewubd.edu or visit the office at Room No: 303, Block-C, 2nd Floor[cite: 10].",llm,True,0.5508134752591577,7.389909029006958
304,Am I eligible for Bachelor of Laws (LL.B.) if my grades meet the minimum overall requirement but one required subject grade is lower?,"No, the requirements specify that only the best five subjects in ‘O’ Level and best two subjects in ‘A’ Level will be considered, and a minimum GPA of 4.00 is required in the four subjects and 3.5 in the remaining three subjects. An individual subject with a grade below 4.00 does not count towards the degree. Therefore, a single subject with a grade below 4.00 means the applicant is not eligible for the LL.B. degree. You would need to apply for another law program where a single subject with a grade below 4.00 would still count.",slm,False,0.4603010257798179,1.3113021850585938e-05
